scores,videos,usertimes,systemtimes,userid,sanityscore
2,5.mp4,13594,9846,A1RTLF0OVZI4QT,5
2,6.mp4,14611,13333,A1RTLF0OVZI4QT,5
1,7.mp4,13327,5471,A1RTLF0OVZI4QT,5
5,1.mp4,41702,7162,A29ZTHY1OB4IC8,2
1,2.mp4,16056,19803,A29ZTHY1OB4IC8,5
1,3.mp4,16318,5380,A29ZTHY1OB4IC8,4
1,4.mp4,15307,14850,A29ZTHY1OB4IC8,4
1,5.mp4,23085,8241,A29ZTHY1OB4IC8,5
1,6.mp4,14965,5280,A29ZTHY1OB4IC8,5
3,7.mp4,15692,17637,A29ZTHY1OB4IC8,3
5,1.mp4,42166,8061,A1XO6ONCCTBMKW,2
1,2.mp4,167139,77794,A1XO6ONCCTBMKW,5
2,3.mp4,18125,8540,A1XO6ONCCTBMKW,5
1,4.mp4,18867,15515,A1XO6ONCCTBMKW,5
2,5.mp4,16149,6860,A1XO6ONCCTBMKW,5
2,6.mp4,20833,9677,A1XO6ONCCTBMKW,2
1,7.mp4,17680,7709,A1XO6ONCCTBMKW,5
5,1.mp4,32644,8388,A28G4QO0DRY8OZ,2
1,2.mp4,17128,6514,A28G4QO0DRY8OZ,5
3,3.mp4,14593,5229,A28G4QO0DRY8OZ,4
4,4.mp4,14227,5111,A28G4QO0DRY8OZ,4
3,5.mp4,15241,7958,A28G4QO0DRY8OZ,4
4,6.mp4,13784,30389,A28G4QO0DRY8OZ,4
3,7.mp4,13501,5667,A28G4QO0DRY8OZ,3
5,1.mp4,51690,8942,A3GK90X2QOFR53,2
1,2.mp4,18371,15725,A3GK90X2QOFR53,5
2,3.mp4,15324,6938,A3GK90X2QOFR53,4
2,4.mp4,15636,23734,A3GK90X2QOFR53,4
1,5.mp4,14482,5630,A3GK90X2QOFR53,5
1,6.mp4,13626,7067,A3GK90X2QOFR53,5
2,7.mp4,16038,8555,A3GK90X2QOFR53,3
5,1.mp4,81778,8774,A3QI1RV4HQ9MOC,2
1,2.mp4,19128,7693,A3QI1RV4HQ9MOC,5
4,3.mp4,28690,7910,A3QI1RV4HQ9MOC,3
4,4.mp4,113027,6261,A3QI1RV4HQ9MOC,3
4,5.mp4,14771,5781,A3QI1RV4HQ9MOC,3
3,6.mp4,31584,6603,A3QI1RV4HQ9MOC,4
5,7.mp4,19942,4749,A3QI1RV4HQ9MOC,2
5,1.mp4,260085,68878,AKSJ3C5O3V9RB,2
1,2.mp4,13677,23356,AKSJ3C5O3V9RB,5
3,3.mp4,13339,77547,AKSJ3C5O3V9RB,4
3,4.mp4,14267,7522,AKSJ3C5O3V9RB,4
2,5.mp4,24040,3669,AKSJ3C5O3V9RB,5
2,6.mp4,30927,35605,AKSJ3C5O3V9RB,5
1,7.mp4,13666,8653,AKSJ3C5O3V9RB,5
